Job ID,Job Title,Job Role,Job Level,Domain,Tech Stack,Skills,Required Skills,Experience (Years),Education,Certifications,Certifications Count,Projects Count,Salary (USD/Year),Employment Type,Work Mode,Company Name,Company Size,City,Country,Date Posted,Job Description
JOB00011,Staff Database Administrator – Oracle/RMAN,Database Administrator,Principal / Staff,AgriTech,Oracle/RMAN,Partitioning | CockroachDB | MariaDB | Monitoring | Query Optimization | Terraform | PITR | RMAN,PostgreSQL/Oracle | Query Optimization | Backup & Recovery | High Availability | SQL,20,B.Sc. Information Technology,IBM Db2 Database Administrator | MongoDB Certified DBA Associate | Oracle DBA OCP | PostgreSQL Associate Certification,4,24,255500,Internship,Remote,Netflix,Enterprise (5000+),Tel Aviv,Israel,2024-03-26,"We're looking for a Staff Database Administrator – Oracle/RMAN at Netflix to power our AgriTech platform. Day-to-day, you'll optimise query plans and storage efficiency with deep expertise in Partitioning and CockroachDB. You bring 20+ years, strong MariaDB skills, and a B.Sc. Information Technology (or equivalent). Internship | Remote | Enterprise (5000+)."
JOB00012,Junior Data Scientist – Python,Data Scientist,Junior,HealthTech,Python/Scikit-learn,XGBoost | Probability | Spark | Looker | CatBoost | Time Series Forecasting | Hypothesis Testing,Python | SQL | Machine Learning | Statistics | Feature Engineering,0,Ph.D. Artificial Intelligence,TensorFlow Developer Certificate,1,3,61500,Full-Time,On-Site,HashiCorp,Large (1001–5000),Mumbai,India,2025-05-19,"HashiCorp (Large (1001–5000)) is hiring a Junior Data Scientist – Python to join our HealthTech engineering team. You will run experiments and interpret statistical results using XGBoost, Probability, and Spark. We expect 0+ years of experience and a degree in Ph.D. Artificial Intelligence. Full-Time · On-Site."
JOB00013,Senior Data Scientist – Python,Data Scientist,Senior,SaaS,Python/PyTorch,Spark | Hypothesis Testing | Probability | Plotly | Looker | Bayesian Statistics | CatBoost | Tableau | Power BI,Python | SQL | Machine Learning | Statistics | Feature Engineering,8,Ph.D. Artificial Intelligence,TensorFlow Developer Certificate,1,1,174000,Full-Time,On-Site,TCS,Enterprise (5000+),Tokyo,Japan,2024-05-04,"We're looking for a Senior Data Scientist – Python at TCS to power our SaaS platform. Day-to-day, you'll communicate insights to executive stakeholders with deep expertise in Spark and Hypothesis Testing. You bring 8+ years, strong Probability skills, and a Ph.D. Artificial Intelligence (or equivalent). Full-Time | On-Site | Enterprise (5000+)."
JOB00014,Network Engineer (Palo Alto/VPN),Network Engineer,Mid-Level,AgriTech,Palo Alto/VPN,OSPF | QoS | Wireshark | Network Monitoring | Firewalls | Network Automation (Ansible),TCP/IP | Routing & Switching | Firewalls/VPN | Network Monitoring | Network Security,4,Associate Degree in Computer Science,JNCIA,1,21,69500,Part-Time,On-Site,GitHub,Enterprise (5000+),Amsterdam,Netherlands,2025-05-03,"Shape the future of AgriTech at GitHub. As a Network Engineer (Palo Alto/VPN) you will harden network perimeter security and access controls with hands-on mastery of OSPF and QoS. We value deep knowledge of Wireshark and a pragmatic, ownership-driven mindset. 4 years' experience required. Associate Degree in Computer Science preferred. Part-Time | On-Site."
JOB00015,"Applied ML Engineer, Gaming Team",Machine Learning Engineer,Mid-Level,Gaming,GenAI/HuggingFace,Feature Stores | Scikit-learn | Airflow | TorchServe | RLHF | Vector DBs,Python | PyTorch/TensorFlow | MLOps | Model Deployment | Feature Engineering,4,B.Sc. Software Engineering,AWS Certified Data Engineer,1,3,110000,Full-Time,Remote,Zoom,Enterprise (5000+),Mumbai,India,2024-11-01,"Shape the future of Gaming at Zoom. As a Applied ML Engineer, Gaming Team you will deploy, monitor, and iterate on ML models in production with hands-on mastery of Feature Stores and Scikit-learn. We value deep knowledge of Airflow and a pragmatic, ownership-driven mindset. 4 years' experience required. B.Sc. Software Engineering preferred. Full-Time | Remote."
JOB00016,Associate DBA,Database Administrator,Junior,Government,MongoDB/Atlas,CockroachDB | Query Optimization | Database Migration | Terraform | PITR | RMAN | MariaDB | Monitoring,PostgreSQL/Oracle | Query Optimization | Backup & Recovery | High Availability | SQL,2,M.Sc. Information Systems,Databricks Certified Associate Developer,1,11,45000,Full-Time,Hybrid,Palo Alto Networks,Large (1001–5000),Denver,USA,2025-01-04,"Palo Alto Networks is scaling its Government infrastructure and needs a talented Associate DBA. Core stack: CockroachDB, Query Optimization, Database Migration. You'll design, optimise, and maintain mission-critical production databases, partner cross-functionally, and set technical standards. 2+ yrs exp. M.Sc. Information Systems. Full-Time · Hybrid · Large (1001–5000)."
JOB00017,Mid-Level Applications Engineer – C#,Software Engineer,Mid-Level,Retail,C#/.NET,gRPC | System Design | Message Queues | Distributed Systems | Redis | Docker | CI/CD | Kafka | Unit Testing,Data Structures & Algorithms | System Design | OOP | Git | Debugging,4,B.Sc. Information Technology,AWS Certified Developer – Associate | Certified Kubernetes Application Developer | Microsoft Certified: Azure Developer,3,26,94500,Internship,Hybrid,GitHub,Enterprise (5000+),Singapore,Singapore,2025-02-05,"GitHub (Enterprise (5000+)) is hiring a Mid-Level Applications Engineer – C# to join our Retail engineering team. You will design and ship scalable backend services using gRPC, System Design, and Message Queues. We expect 4+ years of experience and a degree in B.Sc. Information Technology. Internship · Hybrid."
JOB00018,"Senior Network Infrastructure Engineer, Travel & Hospitality",Network Engineer,Senior,Travel & Hospitality,Juniper/MPLS,Network Monitoring | Wireshark | Firewalls | VPN | SD-WAN | Load Balancers | OSPF | BGP | VLANs,TCP/IP | Routing & Switching | Firewalls/VPN | Network Monitoring | Network Security,6,Bootcamp + Self-Taught,CompTIA Network+,1,19,118500,Full-Time,On-Site,Uber,Mid-size (201–1000),Sao Paulo,Brazil,2024-02-15,"Uber is scaling its Travel & Hospitality infrastructure and needs a talented Senior Network Infrastructure Engineer, Travel & Hospitality. Core stack: Network Monitoring, Wireshark, Firewalls. You'll automate network configuration and monitoring, partner cross-functionally, and set technical standards. 6+ yrs exp. Bootcamp + Self-Taught. Full-Time · On-Site · Mid-size (201–1000)."
JOB00019,Staff Senior DevOps Engineer – Pulumi/Azure,DevOps Engineer,Principal / Staff,E-commerce,Pulumi/Azure,Grafana | Helm | Vault | Prometheus | Chef/Puppet | CI/CD Pipelines,Linux | CI/CD | Docker/Kubernetes | Terraform | Cloud Platforms (AWS/GCP/Azure),20,B.Sc. Computer Science,Certified Kubernetes Administrator | AWS Certified DevOps Engineer,2,22,285500,Full-Time,Hybrid,Oracle,Small (51–200),Tokyo,Japan,2025-05-25,"Oracle is scaling its E-commerce infrastructure and needs a talented Staff Senior DevOps Engineer – Pulumi/Azure. Core stack: Grafana, Helm, Vault. You'll automate build, test, and deployment pipelines, partner cross-functionally, and set technical standards. 20+ yrs exp. B.Sc. Computer Science. Full-Time · Hybrid · Small (51–200)."
JOB00020,Sr. Network Administrator – Cisco,Network Engineer,Senior,Aerospace,Cisco/BGP,Network Automation (Ansible) | BGP | Firewalls | VPN | MPLS | Wireshark | QoS | VLANs | Load Balancers,TCP/IP | Routing & Switching | Firewalls/VPN | Network Monitoring | Network Security,6,Bootcamp + Self-Taught,CCNA | JNCIA | Fortinet NSE 4,3,9,130500,Full-Time,On-Site,Twilio,Enterprise (5000+),Austin,USA,2025-03-14,"Twilio (Enterprise (5000+)) is hiring a Sr. Network Administrator – Cisco to join our Aerospace engineering team. You will design and maintain enterprise routing and switching infrastructure using Network Automation (Ansible), BGP, and Firewalls. We expect 6+ years of experience and a degree in Bootcamp + Self-Taught. Full-Time · On-Site."
JOB00021,Reliability Engineer (Terraform/Datadog),Site Reliability Engineer (SRE),Mid-Level,Aerospace,Terraform/Datadog,Observability | Load Testing | Autoscaling | PagerDuty | On-Call Response | Distributed Tracing | Runbooks | Capacity Planning,Linux | Kubernetes | Monitoring/Observability | Incident Response | Scripting (Python/Go),5,M.Sc. Cloud Computing,Google Cloud Professional SRE,1,30,85000,Internship,Hybrid,Twitch,Enterprise (5000+),Sao Paulo,Brazil,2025-05-16,"Twitch (Enterprise (5000+)) is hiring a Reliability Engineer (Terraform/Datadog) to join our Aerospace engineering team. You will lead incident response and blameless postmortems using Observability, Load Testing, and Autoscaling. We expect 5+ years of experience and a degree in M.Sc. Cloud Computing. Internship · Hybrid."
JOB00022,NOC Engineer (SD-WAN/Fortinet),Network Engineer,Junior,Real Estate,SD-WAN/Fortinet,Network Monitoring | MPLS | Network Automation (Ansible) | QoS | Wireshark | SD-WAN | VLANs | VPN | Firewalls,TCP/IP | Routing & Switching | Firewalls/VPN | Network Monitoring | Network Security,2,B.Sc. Information Technology,CCNP,1,13,41000,Freelance,Hybrid,Google,Small (51–200),Seoul,South Korea,2025-02-11,"We're looking for a NOC Engineer (SD-WAN/Fortinet) at Google to power our Real Estate platform. Day-to-day, you'll automate network configuration and monitoring with deep expertise in Network Monitoring and MPLS. You bring 2+ years, strong Network Automation (Ansible) skills, and a B.Sc. Information Technology (or equivalent). Freelance | Hybrid | Small (51–200)."
JOB00023,Senior Embedded Systems Engineer,Embedded Systems Engineer,Senior,Logistics,Rust/Embedded HAL,Device Drivers | Bare-Metal Programming | FreeRTOS | Signal Processing | JTAG Debugging | UART/SPI/I2C | Firmware OTA Updates,C/C++ | RTOS | Microcontrollers | Hardware Interfaces (SPI/I2C/UART) | Debugging Tools (JTAG),7,Bootcamp + Self-Taught,FreeRTOS Certification | CompTIA A+ | ARM Accredited Engineer,3,29,152000,Internship,Remote,Notion,Enterprise (5000+),Mumbai,India,2025-02-05,"Shape the future of Logistics at Notion. As a Senior Embedded Systems Engineer you will implement real-time drivers and communication protocols with hands-on mastery of Device Drivers and Bare-Metal Programming. We value deep knowledge of FreeRTOS and a pragmatic, ownership-driven mindset. 7 years' experience required. Bootcamp + Self-Taught preferred. Internship | Remote."
JOB00024,Backend Developer (Go/Fiber),Backend Developer,Senior,Media & Streaming,Go/Fiber,Message Queues | Microservices | Kotlin | Go | Rust | GraphQL | Caching Strategies,Python/Go/Java | PostgreSQL | REST APIs | Microservices | Docker,9,M.Sc. Computer Science,None,0,9,174000,Full-Time,Remote,Supabase,Enterprise (5000+),Amsterdam,Netherlands,2025-05-10,"We're looking for a Backend Developer (Go/Fiber) at Supabase to power our Media & Streaming platform. Day-to-day, you'll build resilient microservices and event-driven systems with deep expertise in Message Queues and Microservices. You bring 9+ years, strong Kotlin skills, and a M.Sc. Computer Science (or equivalent). Full-Time | Remote | Enterprise (5000+)."
JOB00025,Data Platform Administrator (Oracle/RMAN),Database Administrator,Senior,EdTech,Oracle/RMAN,MariaDB | Terraform | CockroachDB | Query Optimization | Aurora | DynamoDB | Partitioning,PostgreSQL/Oracle | Query Optimization | Backup & Recovery | High Availability | SQL,8,B.Sc. Information Technology,Oracle DBA OCP,1,7,120500,Full-Time,Remote,Google,Large (1001–5000),Toronto,Canada,2024-03-27,"Google is scaling its EdTech infrastructure and needs a talented Data Platform Administrator (Oracle/RMAN). Core stack: MariaDB, Terraform, CockroachDB. You'll ensure database high availability and disaster recovery, partner cross-functionally, and set technical standards. 8+ yrs exp. B.Sc. Information Technology. Full-Time · Remote · Large (1001–5000)."
JOB00026,Staff AI/ML Engineer – Feature Store,Machine Learning Engineer,Principal / Staff,Telecom,Feature Store/Feast,Azure | LangChain | Scikit-learn | Airflow | Dask | TorchServe | ONNX | Feature Stores | BentoML,Python | PyTorch/TensorFlow | MLOps | Model Deployment | Feature Engineering,16,M.Sc. Artificial Intelligence,AWS Certified Data Engineer,1,6,347500,Freelance,Hybrid,Plaid,Startup (1–50),Singapore,Singapore,2025-02-17,"Shape the future of Telecom at Plaid. As a Staff AI/ML Engineer – Feature Store you will build training pipelines for large-scale models with hands-on mastery of Azure and LangChain. We value deep knowledge of Scikit-learn and a pragmatic, ownership-driven mindset. 16 years' experience required. M.Sc. Artificial Intelligence preferred. Freelance | Hybrid."
JOB00027,Data Scientist (Python/TensorFlow),Data Scientist,Mid-Level,Retail,Python/TensorFlow,Plotly | Bayesian Statistics | XGBoost | Hypothesis Testing | Looker | Probability,Python | SQL | Machine Learning | Statistics | Feature Engineering,4,M.Sc. Artificial Intelligence,TensorFlow Developer Certificate,1,5,113500,Contract,Hybrid,HashiCorp,Small (51–200),San Francisco,USA,2024-06-26,"HashiCorp is scaling its Retail infrastructure and needs a talented Data Scientist (Python/TensorFlow). Core stack: Plotly, Bayesian Statistics, XGBoost. You'll communicate insights to executive stakeholders, partner cross-functionally, and set technical standards. 4+ yrs exp. M.Sc. Artificial Intelligence. Contract · Hybrid · Small (51–200)."
JOB00028,Associate iOS Developer – Swift,Mobile App Developer,Junior,HealthTech,Swift/UIKit,SQLite | In-App Purchases | Jetpack Compose | Dart | Kotlin Multiplatform | CoreML | Google Play Console | Fastlane | Xcode,Swift/Kotlin or Flutter | REST APIs | MVVM/Clean Architecture | Unit Testing | CI/CD,2,B.Sc. Information Technology,None,0,6,53500,Full-Time,Hybrid,Asana,Mid-size (201–1000),New York,USA,2025-05-09,"Asana is scaling its HealthTech infrastructure and needs a talented Associate iOS Developer – Swift. Core stack: SQLite, In-App Purchases, Jetpack Compose. You'll ship features across iOS and Android from a shared codebase, partner cross-functionally, and set technical standards. 2+ yrs exp. B.Sc. Information Technology. Full-Time · Hybrid · Mid-size (201–1000)."
JOB00029,Release Engineer (Ansible/GCP),DevOps Engineer,Mid-Level,Energy,Ansible/GCP,CI/CD Pipelines | Prometheus | Chef/Puppet | GitOps | Infrastructure as Code | Blue-Green Deployments | Grafana,Linux | CI/CD | Docker/Kubernetes | Terraform | Cloud Platforms (AWS/GCP/Azure),5,B.Sc. Computer Science,None,0,8,81000,Full-Time,Hybrid,Datadog,Small (51–200),Bangalore,India,2024-04-25,"Datadog (Small (51–200)) is hiring a Release Engineer (Ansible/GCP) to join our Energy engineering team. You will manage infrastructure as code across environments using CI/CD Pipelines, Prometheus, and Chef/Puppet. We expect 5+ years of experience and a degree in B.Sc. Computer Science. Full-Time · Hybrid."
JOB00030,Staff Web3 Developer – Solidity,Blockchain Developer,Lead,HR Tech,Solidity/Ethereum,NFT Standards (ERC-721) | Hardhat/Truffle | Security Audits | Ethers.js | DeFi Protocols | IPFS | Consensus Mechanisms | Gas Optimization | Layer 2 Scaling,Solidity | Smart Contract Security | Web3.js/Ethers.js | Consensus Mechanisms | Testing (Hardhat/Truffle),9,B.Sc. Computer Science,ConsenSys Blockchain Developer Certification | Certified Blockchain Developer (CBD),2,3,261500,Full-Time,Remote,Microsoft,Large (1001–5000),Delhi,India,2024-03-15,"Microsoft is scaling its HR Tech infrastructure and needs a talented Staff Web3 Developer – Solidity. Core stack: NFT Standards (ERC-721), Hardhat/Truffle, Security Audits. You'll optimise gas costs and contract performance, partner cross-functionally, and set technical standards. 9+ yrs exp. B.Sc. Computer Science. Full-Time · Remote · Large (1001–5000)."
JOB00031,"IT Business Analyst, Entertainment Team",Business/Systems Analyst,Junior,Entertainment,SAP/ERP Analysis,Stakeholder Management | Requirements Gathering | SQL | UAT Coordination | Process Mapping | Business Process Modeling,Requirements Analysis | SQL | Stakeholder Management | Process Mapping | Documentation,0,B.Sc. Business Administration,CBAP (Certified Business Analysis Professional),1,5,44500,Part-Time,On-Site,Meta,Mid-size (201–1000),Cape Town,South Africa,2024-11-19,"At Meta (Mid-size (201–1000)), our Entertainment team is growing fast. We need a IT Business Analyst, Entertainment Team who thrives with Stakeholder Management, Requirements Gathering, and SQL. You'll translate business requirements into functional specifications in a collaborative, fast-paced environment. 0+ years exp · B.Sc. Business Administration · Part-Time · On-Site."
JOB00032,Entry-Level Network Engineer,Network Engineer,Junior,E-commerce,Juniper/MPLS,Firewalls | QoS | Network Automation (Ansible) | Wireshark | Load Balancers | SD-WAN | BGP | VLANs | MPLS,TCP/IP | Routing & Switching | Firewalls/VPN | Network Monitoring | Network Security,0,Bootcamp + Self-Taught,None,0,7,60000,Contract,Hybrid,Zoom,Mid-size (201–1000),Stockholm,Sweden,2025-01-04,"Zoom is scaling its E-commerce infrastructure and needs a talented Entry-Level Network Engineer. Core stack: Firewalls, QoS, Network Automation (Ansible). You'll harden network perimeter security and access controls, partner cross-functionally, and set technical standards. 0+ yrs exp. Bootcamp + Self-Taught. Contract · Hybrid · Mid-size (201–1000)."
JOB00033,"QA Automation Engineer, HealthTech Team",QA / Test Automation Engineer,Mid-Level,HealthTech,Cypress/TypeScript,JMeter | BDD/Cucumber | Mock Servers | Test Planning | Load Testing | TestRail,Test Automation Frameworks | API Testing | CI/CD | SQL | Bug Tracking,4,B.Sc. Computer Science,ISTQB Certified Tester | Postman API Fundamentals Certification,2,6,72500,Contract,Remote,Datadog,Enterprise (5000+),Manchester,UK,2025-01-19,"Shape the future of HealthTech at Datadog. As a QA Automation Engineer, HealthTech Team you will triage defects and drive quality across releases with hands-on mastery of JMeter and BDD/Cucumber. We value deep knowledge of Mock Servers and a pragmatic, ownership-driven mindset. 4 years' experience required. B.Sc. Computer Science preferred. Contract | Remote."
JOB00034,"Mid-Level Flutter Developer, Government",Mobile App Developer,Mid-Level,Government,Swift/UIKit,Xcode | Crashlytics | SQLite | Push Notifications | Google Play Console | Jetpack Compose | Dart | In-App Purchases,Swift/Kotlin or Flutter | REST APIs | MVVM/Clean Architecture | Unit Testing | CI/CD,5,Bootcamp + Self-Taught,iOS App Development with SwiftUI (Apple) | React Native Certification (Udemy/Meta) | Google Associate Android Developer,3,27,96000,Freelance,Remote,Palantir,Large (1001–5000),Tel Aviv,Israel,2025-04-14,"Shape the future of Government at Palantir. As a Mid-Level Flutter Developer, Government you will optimise app performance and battery usage with hands-on mastery of Xcode and Crashlytics. We value deep knowledge of SQLite and a pragmatic, ownership-driven mindset. 5 years' experience required. Bootcamp + Self-Taught preferred. Freelance | Remote."
JOB00035,SRE,Site Reliability Engineer (SRE),Mid-Level,Energy,Kubernetes/Prometheus,SLOs/SLIs | Service Mesh | Chaos Engineering | PagerDuty | Distributed Tracing | Incident Postmortems,Linux | Kubernetes | Monitoring/Observability | Incident Response | Scripting (Python/Go),3,Bootcamp + Self-Taught,None,0,26,115000,Freelance,Hybrid,Zoom,Enterprise (5000+),Melbourne,Australia,2025-04-21,"Shape the future of Energy at Zoom. As a SRE you will define and track SLOs/SLIs across critical services with hands-on mastery of SLOs/SLIs and Service Mesh. We value deep knowledge of Chaos Engineering and a pragmatic, ownership-driven mindset. 3 years' experience required. Bootcamp + Self-Taught preferred. Freelance | Hybrid."
JOB00036,"Data Platform Administrator, Government Team",Database Administrator,Junior,Government,PostgreSQL/pgBackRest,MariaDB | PITR | CockroachDB | Monitoring | DynamoDB | pgBadger | Partitioning,PostgreSQL/Oracle | Query Optimization | Backup & Recovery | High Availability | SQL,1,B.Sc. Software Engineering,PostgreSQL Associate Certification,1,27,57500,Full-Time,Remote,Meta,Small (51–200),Warsaw,Poland,2024-04-14,"Shape the future of Government at Meta. As a Data Platform Administrator, Government Team you will ensure database high availability and disaster recovery with hands-on mastery of MariaDB and PITR. We value deep knowledge of CockroachDB and a pragmatic, ownership-driven mindset. 1 years' experience required. B.Sc. Software Engineering preferred. Full-Time | Remote."
JOB00037,Staff LLM Engineer,AI/NLP Engineer,Lead,AgriTech,HuggingFace/Transformers,Embeddings | LLM Fine-Tuning | Semantic Search | RAG Pipelines | Transformer Architectures | Guardrails | Prompt Engineering | Model Evaluation,Python | Transformers/LLMs | NLP Fundamentals | PyTorch | Prompt/RAG Engineering,12,B.Sc. Computer Science,OpenAI API Certification,1,20,241500,Internship,Remote,Microsoft,Small (51–200),Sao Paulo,Brazil,2025-05-05,"Shape the future of AgriTech at Microsoft. As a Staff LLM Engineer you will fine-tune and evaluate large language models with hands-on mastery of Embeddings and LLM Fine-Tuning. We value deep knowledge of Semantic Search and a pragmatic, ownership-driven mindset. 12 years' experience required. B.Sc. Computer Science preferred. Internship | Remote."
JOB00038,Frontend Engineer (Vue.js/Nuxt),Frontend Developer,Junior,Aerospace,Vue.js/Nuxt,Vue.js | Svelte | Styled-Components | Progressive Web Apps | CSS3 | HTML5 | Webpack | Micro-Frontends | Zustand,React | TypeScript | HTML/CSS | Web Performance | Accessibility,1,M.Sc. Human-Computer Interaction,None,0,24,62000,Full-Time,Hybrid,SAP,Mid-size (201–1000),Austin,USA,2025-05-13,"SAP is scaling its Aerospace infrastructure and needs a talented Frontend Engineer (Vue.js/Nuxt). Core stack: Vue.js, Svelte, Styled-Components. You'll build accessible, responsive user interfaces, partner cross-functionally, and set technical standards. 1+ yrs exp. M.Sc. Human-Computer Interaction. Full-Time · Hybrid · Mid-size (201–1000)."
